Strain,Type,Effects
Q3,sativa,"Happy,Tingly,Uplifted,Giggly,Energetic"
Qleaner,hybrid,"Uplifted,Energetic,Happy,Euphoric,Creative"
Qrazy-Train,hybrid,"Relaxed,Creative,Giggly,Uplifted,Hungry"
Quantum-Kush,sativa,"Euphoric,Happy,Energetic,Creative,Uplifted"
Quebec-Gold,hybrid,"Relaxed,Talkative,Euphoric,Happy,Hungry"
Queens-Panties,hybrid,"Talkative,Happy,Energetic,Tingly,Uplifted"
Querkle,indica,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
Queso,hybrid,"Sleepy,Tingly,Hungry,Creative,Euphoric"
Quin-N-Tonic,indica,"Relaxed,Happy,Focused,Hungry,Sleepy"
Qush,indica,"Relaxed,Sleepy,Uplifted,Happy,Euphoric"
R-4,hybrid,"Uplifted,Happy,Relaxed,Creative,Focused"
Race-Fuel-Og,hybrid,"Relaxed,Hungry,Focused,Euphoric,Tingly"
Rafael,sativa,"Uplifted,Happy,Energentic
"
Rainbow,hybrid,"Euphoric,Relaxed,Happy,Talkative,Uplifted"
Rainbow-Jones,indica,"Relaxed,Talkative,Uplifted,Happy,Aroused"
Raindance,hybrid,"Happy,Uplifted,Energetic,Giggly"
Rare-Dankness-1,indica,"Happy,Relaxed,Sleepy,Creative,Euphoric"
Rare-Darkness,indica,"Relaxed,Happy,Euphoric,Tingly,Sleepy"
Raskal-Og,hybrid,"Happy,Talkative,Euphoric,Uplifted,Giggly"
Raspberry-Cough,sativa,"Uplifted,Happy,Energetic,Creative,Talkative"
Raspberry-Kush,indica,"Relaxed,Euphoric,Happy,Hungry,Creative"
Raw-Diesel,hybrid,"Relaxed,Sleepy,Uplifted,Hungry,Happy"
Ray-Charles,indica,"Relaxed,Sleepy,Uplifted,Focused,Tingly"
Rebel-Berry-Og,hybrid,"Euphoric,Happy,Uplifted,Relaxed,Creative"
Rebel-God-Smoke,sativa,"Uplifted,Euphoric,Energetic,Focused,Happy"
Rebel-Tangie-Kandy,sativa,None
Reclining-Buddha,indica,"Relaxed,Euphoric,Happy,Uplifted,Giggly"
Recon,indica,"Relaxed,Sleepy,Happy,Giggly,Talkative"
Red-Cherry-Berry,hybrid,"Happy,Relaxed,Euphoric,Giggly,Focused"
Red-Congolese,sativa,"Energetic,Uplifted,Happy,Focused,Euphoric"
Red-Diesel,hybrid,"Euphoric,Hungry,Energetic,Happy,Relaxed"
Red-Dragon,hybrid,"Happy,Uplifted,Euphoric,Tingly,Relaxed"
Red-Dwarf,indica,"Sleepy,Euphoric,Happy,Relaxed,Hungry"
Red-Eye-Og,indica,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
Red-Haze,sativa,"Energetic,Euphoric,Relaxed,Focused,Creative"
Red-Headed-Stranger,sativa,"Happy,Energetic,Uplifted,Focused,Relaxed"
Red-Poison,hybrid,"Uplifted,Euphoric,Happy,Relaxed,Talkative"
Red-Velvet-Pie,hybrid,"Euphoric,Energetic,Happy,Giggly,Creative"
Red-Widow,hybrid,"Happy,Uplifted,Focused,Energetic,Giggly"
Redd-Cross,hybrid,"Sleepy,Relaxed,Tingly,Hungry"
Redding-Og,hybrid,"Talkative,Euphoric,Giggly,Happy,Hungry"
Redwood-Kush,indica,"Relaxed,Sleepy,Happy,Uplifted,Euphoric"
Remedy,indica,"Relaxed,Uplifted,Happy,Sleepy,Euphoric"
Remo-Chemo,hybrid,"Talkative,Uplifted,Creative,Euphoric,Giggly"
Rene,hybrid,"Uplifted,Happy,Relaxed,Energetic,Creative"
Rene-Mist,hybrid,"Happy,Hungry,Relaxed,Uplifted,Aroused"
Richie-Rich,hybrid,"Happy,Euphoric,Relaxed,Hungry,Creative"
Riddler-Og,hybrid,"Aroused,Talkative,Tingly,Uplifted,Creative"
Ridge-Berry,sativa,"Sleepy,Relaxed,Aroused,Energetic,Euphoric"
Rigger-Kush,indica,None
Ringos-Gift,hybrid,"Relaxed,Uplifted,Happy,Focused,Energetic"
Rip-City-Purps,indica,"Euphoric,Relaxed,Uplifted,Happy,Hungry"
Ripped-Bubba,hybrid,"Relaxed,Creative,Euphoric,Hungry,Happy"
Rob-Ford-Kush,hybrid,"Sleepy,Relaxed,Happy,Hungry,Tingly"
Robert-Plant,sativa,"Uplifted,Energetic,Euphoric,Relaxed,Talkative"
Rockbud,indica,"Euphoric,Happy,Relaxed,Sleepy,Uplifted"
Rocklock,indica,"Relaxed,Happy,Euphoric,Focused,Energetic"
Rockstar,indica,"Relaxed,Happy,Sleepy,Uplifted,Talkative"
Rockstar-Kush,indica,"Relaxed,Happy,Uplifted,Hungry,Euphoric"
Rockstar-Master-Kush,indica,"Relaxed,Euphoric,Hungry,Happy,Sleepy"
Rocky-Dennis,hybrid,"Euphoric,Happy,Uplifted,Relaxed,Sleepy"
Rocky-Mountain-Blueberry,indica,"Euphoric,Uplifted,Relaxed,Energetic,Talkative"
Rocky-Mountain-High,hybrid,"Euphoric,Creative,Focused,Uplifted,Relaxed"
Rollex-Og-Kush,indica,"Happy,Relaxed,Uplifted,Euphoric,Creative"
Rolls-Choice,hybrid,"Relaxed,Happy,Uplifted,Energetic,Euphoric"
Romping-Goddess,hybrid,"Happy,Hungry,Creative,Energetic,Euphoric"
Romulan,indica,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
Romulan-Grapefruit,hybrid,"Relaxed,Euphoric,Sleepy,Happy,Tingly"
Romulan-Haze,hybrid,"Energetic,Focused,Relaxed,Euphoric,Happy"
Root-Beer-Kush,sativa,"Relaxed,Uplifted,Energetic,Giggly,Creative"
Rose-Bud,indica,"Euphoric,Uplifted,Relaxed,Creative,Energetic"
Royal-Chemdawg,hybrid,"Relaxed,Sleepy,Creative,Hungry,Uplifted"
Royal-Dwarf,hybrid,"Happy,Relaxed,Hungry,Tingly,Aroused"
Royal-Haze,sativa,"Uplifted,Happy,Relaxed,Talkative,Energetic"
Royal-Highness,hybrid,"Happy,Relaxed,Energetic,Uplifted,Focused"
Royal-Kush,hybrid,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
Royal-Tree-Sherbet,hybrid,Relaxed
Rubicon,hybrid,"Relaxed,Focused,Uplifted,Happy,Hungry"
Rudeboi-Og,hybrid,"Relaxed,Uplifted,Euphoric,Hungry,Happy"
Rug-Burn-Og,hybrid,"Euphoric,Relaxed,Happy,Hungry,Sleepy"
Russian-Assassin,indica,"Relaxed,Euphoric,Happy,Sleepy,Tingly"
Russian-Rocket-Fuel,hybrid,"Happy,Relaxed,Euphoric,Giggly,Uplifted"
Sage,hybrid,"Happy,Euphoric,Relaxed,Uplifted,Energetic"
Sfv-Dog,hybrid,"Relaxed,Happy,Uplifted,Euphoric,Focused"
Sfv-Og,hybrid,"Happy,Relaxed,Uplifted,Euphoric,Focused"
Sfv-Og-Kush,indica,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
Sage-N-Sour,sativa,"Energetic,Happy,Uplifted,Euphoric,Relaxed"
Salmon-River-Og,indica,"Relaxed,Happy,Uplifted,Aroused,Sleepy"
Santa-Maria,sativa,"Relaxed,Happy,Uplifted,Euphoric,Sleepy"
Santa-Sativa,sativa,"Sleepy,Happy,Hungry,Relaxed,Aroused"
Sapphire-Scout,hybrid,"Euphoric,Happy,Relaxed,Sleepy,Uplifted"
Sapphire-Star,hybrid,"Uplifted,Focused,Happy,Euphoric,Relaxed"
Sasquatch-Sap,hybrid,"Creative,Relaxed,Uplifted,Euphoric,Focused"
Satellite-Og,indica,"Relaxed,Euphoric,Uplifted,Focused,Hungry"
Satori,hybrid,"Creative,Euphoric,Uplifted,Happy,Energetic"
Saturn-Og,hybrid,"Happy,Relaxed,Euphoric,Uplifted,Sleepy"
Savage-Citrus-Sunshine,hybrid,"Sleepy,Aroused,Talkative,Tingly,Uplifted"
Savants-Grail,hybrid,"Aroused,Tingly,Uplifted,Euphoric,Focused"
Schrom,sativa,"Happy,Uplifted,Creative,Euphoric,Aroused"
Scooby-Snack,hybrid,"Happy,Relaxed,Euphoric,Uplifted,Sleepy"
Scotts-Og,hybrid,"Relaxed,Euphoric,Sleepy,Happy,Tingly"
Scouts-Honor,hybrid,"Relaxed,Creative,Giggly,Talkative,Uplifted"
Scroopy-Noopers,hybrid,"Euphoric,Hungry,Relaxed"
Seattle-Blue,indica,"Euphoric,Relaxed,Uplifted,Happy,Hungry"
Seattle-Cough,sativa,"Happy,Uplifted,Energetic,Relaxed,Creative"
Seattlesoda,hybrid,"Euphoric,Relaxed,Creative,Giggly"
Secret-Garden-Og,indica,"Euphoric,Talkative,Uplifted,Creative,Energetic"
Secret-Recipe,hybrid,"Relaxed,Happy,Uplifted,Giggly,Euphoric"
Sensi-Skunk,indica,"Relaxed,Happy,Hungry,Creative,Euphoric"
Sensi-Star,indica,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
Sequoia-Strawberry,sativa,"Uplifted,Relaxed,Energetic,Euphoric,Focused"
Serious-6,sativa,"Relaxed,Sleepy,Hungry,Aroused,Uplifted"
Serious-Happiness,hybrid,"Euphoric,Happy,Relaxed,Energetic,Talkative"
Sexxpot,indica,"Uplifted,Happy,Aroused,Tingly,Creative"
Shaman,sativa,"Uplifted,Focused,Happy,Energetic,Euphoric"
Shangri-La,hybrid,"Euphoric,Relaxed,Uplifted,Happy,Energetic"
Shark-Attack,indica,"Relaxed,Tingly,Happy,Focused,Hungry"
Shark-Bite,hybrid,"Uplifted,Energetic,Euphoric,Relaxed,Aroused"
Shark-Shock,indica,"Relaxed,Euphoric,Focused,Happy,Tingly"
Sharks-Breath,hybrid,"Relaxed,Happy,Euphoric,Focused,Uplifted"
Shiatsu-Kush,hybrid,"Relaxed,Happy,Sleepy,Euphoric,Tingly"
Shining-Silver-Haze,sativa,"Talkative,Uplifted,Relaxed,Euphoric,Hungry"
Shipwreck,sativa,"Happy,Euphoric,Relaxed,Creative,Energetic"
Shishkaberry,indica,"Happy,Relaxed,Uplifted,Euphoric,Talkative"
Shiskaquine,hybrid,"Relaxed,Uplifted,Focused,Energetic,Euphoric"
Shiva-Skunk,indica,"Euphoric,Relaxed,Uplifted,Happy,Tingly"
Shoreline,hybrid,"Happy,Relaxed,Euphoric,Giggly,Hungry"
Shurman-7,hybrid,"Relaxed,Sleepy,Euphoric"
Sierra-Mist,hybrid,"Euphoric,Happy,Relaxed,Creative,Giggly"
Silver-Back,hybrid,"Euphoric,Aroused,Talkative,Uplifted,Happy"
Silver-Bubble,hybrid,"Happy,Relaxed,Uplifted,Euphoric,Creative"
Silver-Calyx,hybrid,"Aroused,Energetic,Euphoric,Focused,Relaxed"
Silver-Cindy,hybrid,"Aroused,Uplifted,Energetic,Euphoric,Happy"
Silver-Haze,sativa,"Happy,Euphoric,Relaxed,Talkative,Uplifted"
Silver-Kush,sativa,"Happy,Relaxed,Giggly,Uplifted,Focused"
Silver-Nina,hybrid,"Creative,Energetic,Focused,Happy,Aroused"
Silver-Pearl,hybrid,"Creative,Uplifted,Happy,Energetic,Euphoric"
Silver-Surfer,hybrid,"Happy,Euphoric,Tingly,Relaxed,Giggly"
Silver-Train,sativa,"Focused,Euphoric,Energetic,Relaxed,Aroused"
Silverback-Gorilla,indica,"Relaxed,Sleepy,Euphoric,Happy,Tingly"
Silverfalls-Kush,hybrid,"Relaxed,Euphoric,Giggly,Happy,Hungry"
Silverhawks-Og,sativa,"Euphoric,Relaxed,Uplifted,Creative,Happy"
Sin-City-Kush,indica,"Relaxed,Euphoric,Uplifted,Giggly,Happy"
Sin-Valley-Og,hybrid,"Sleepy,Relaxed,Focused,Euphoric,Happy"
Sinmint-Cookies,hybrid,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
Sinai,sativa,"Euphoric,Uplifted,Relaxed,Talkative,Happy"
Sirius-Black,indica,"Happy,Euphoric,Relaxed,Creative,Uplifted"
Six-Shooter,hybrid,"Creative,Euphoric,Happy,Uplifted,Focused"
Skins-Skunk,hybrid,"Euphoric,Happy,Relaxed,Sleepy,Uplifted"
Skunk-47,indica,"Relaxed,Sleepy,Happy,Uplifted,Hungry"
Skunk-Dawg,sativa,"Happy,Uplifted,Relaxed,Focused,Creative"
Skunk-Haze,hybrid,"Relaxed,Happy,Focused,Giggly,Euphoric"
Skunk-1,hybrid,"Euphoric,Creative,Relaxed,Happy,Hungry"
Skunkberry,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Creative"
Skunky-Diesel,hybrid,"Happy,Uplifted,Energetic,Relaxed,Sleepy"
Sky-Master,sativa,"Euphoric,Focused,Uplifted,Creative,Relaxed"
Skydog,indica,"Focused,Happy,Relaxed,Uplifted,Euphoric"
Skywalker,indica,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
Skywalker-Alien,hybrid,"Happy,Giggly,Relaxed,Euphoric,Hungry"
Skywalker-Og,hybrid,"Relaxed,Euphoric,Happy,Uplifted,Sleepy"
Slazerbeam,sativa,"Uplifted,Energetic,Happy,Talkative,Creative"
Sleeskunk,sativa,"Creative,Euphoric,Tingly,Uplifted,Energetic"
Sleestack,sativa,"Happy,Relaxed,Uplifted,Euphoric,Creative"
Slimer-Og,hybrid,"Relaxed,Happy,Uplifted,Talkative,Euphoric"
Smelliot,hybrid,"Uplifted,Happy,Creative,Euphoric,Focused"
Smooth-Operator,hybrid,"Talkative,Uplifted,Energetic,Happy"
Snoop-Dogg-Og,indica,"Euphoric,Relaxed,Happy,Sleepy,Hungry"
Snoop-S-Dream,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
Snow-Bud,hybrid,"Uplifted,Happy,Relaxed,Euphoric,Sleepy"
Snow-Diesel,hybrid,"Focused,Energetic,Uplifted,Euphoric,Happy"
Snow-Leopard,indica,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
Snow-Lotus,hybrid,"Euphoric,Happy,Uplifted,Focused,Giggly"
Snow-Monster,indica,"Relaxed,Happy,Euphoric,Hungry,Sleepy"
Snow-Mountain,indica,"Uplifted,Relaxed"
Snow-Ryder,indica,"Aroused,Sleepy,Uplifted,Relaxed"
Snow-White,hybrid,"Relaxed,Euphoric,Hungry,Happy,Talkative"
Snowland,hybrid,"Relaxed,Sleepy,Talkative,Creative,Focused"
Snowcap,hybrid,"Happy,Euphoric,Uplifted,Focused,Creative"
Sojay-Haze,sativa,"Uplifted,Euphoric,Talkative,Relaxed,Hungry"
Somango,indica,"Relaxed,Hungry,Focused,Sleepy,Euphoric"
Sonic-Screwdriver,sativa,"Happy,Euphoric,Giggly,Uplifted,Energetic"
Sonoma-Coma,sativa,"Euphoric,Uplifted,Happy,Focused,Talkative"
Sorcerers-Apprentice,hybrid,"Tingly,Focused,Aroused,Uplifted,Energetic"
Soul-Assassin-Og,hybrid,"Relaxed,Euphoric,Happy,Focused,Sleepy"
Soul-Shine,hybrid,"Euphoric,Happy,Creative,Hungry,Uplifted"
Soulshine-Aloha,indica,"Tingly,Uplifted,Euphoric,Focused,Happy"
Sour-Alien,hybrid,"Relaxed,Creative,Giggly,Happy,Uplifted"
Sour-Amnesia,sativa,"Happy,Uplifted,Euphoric,Relaxed,Energetic"
Sour-Ape,indica,"Relaxed,Giggly,Hungry,Energetic,Happy"
Sour-Apple,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
Sour-Banana-Sherbet,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Focused"
Sour-Breath,sativa,"Creative,Energetic,Focused,Happy,Uplifted"
Sour-Bubba,indica,"Happy,Euphoric,Uplifted,Relaxed,Sleepy"
Sour-Bubble,indica,"Relaxed,Happy,Uplifted,Creative,Giggly"
Sour-Candy,hybrid,"Happy,Creative,Focused,Uplifted,Energetic"
Sour-Chees,hybrid,"Happy,Uplifted,Talkative,Relaxed,Creative"
Sour-Cherry-Sherbert,hybrid,"Happy,Uplifted,Relaxed,Euphoric,Sleepy"
Sour-Chocolate,sativa,"Uplifted,Sleepy,Creative,Happy,Talkative"
Sour-Chunk,hybrid,"Relaxed,Creative,Uplifted,Euphoric,Hungry"
Sour-Cookies,hybrid,"Relaxed,Happy,Talkative,Euphoric,Uplifted"
Sour-Cream,hybrid,"Happy,Relaxed,Euphoric,Focused,Uplifted"
Sour-Diesel,sativa,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
Sour-Dream,hybrid,"Happy,Euphoric,Creative,Tingly,Uplifted"
Sour-Dubble,hybrid,"Talkative,Happy,Relaxed,Creative,Uplifted"
Sour-Flower,sativa,"Energetic,Happy,Aroused,Uplifted,Focused"
Sour-Grape,hybrid,"Relaxed,Happy,Uplifted,Hungry,Energetic"
Sour-Haze,sativa,"Uplifted,Euphoric,Happy,Creative,Relaxed"
Sour-Headband,hybrid,"Focused,Uplifted,Euphoric,Happy,Energetic"
Sour-Jack,sativa,"Energetic,Creative,Happy,Uplifted,Euphoric"
Sour-Jilly,hybrid,"Happy,Euphoric,Energetic,Uplifted,Talkative"
Sour-Joker,sativa,"Uplifted,Energetic,Creative,Happy,Focused"
Sour-Kush,hybrid,"Relaxed,Happy,Uplifted,Energetic,Focused"
Sour-Lsd,hybrid,"Happy,Energetic,Uplifted,Focused,Euphoric"
Sour-Lemon-Og,hybrid,"Talkative,Energetic,Happy,Relaxed,Focused"
Sour-Maui,sativa,"Uplifted,Energetic,Happy,Euphoric,Creative"
Sour-Og,hybrid,"Happy,Relaxed,Uplifted,Euphoric,Creative"
Sour-Patch-Kiss,hybrid,"Uplifted,Happy,Relaxed,Creative,Talkative"
Sour-Pebbles,sativa,"Happy,Uplifted,Focused,Energetic,Euphoric"
Sour-Poison,sativa,"Uplifted,Happy,Talkative,Giggly,Relaxed"
Sour-Power,hybrid,"Happy,Euphoric,Energetic,Talkative,Hungry"
Sour-Spyder,indica,"Aroused,Tingly,Energetic,Euphoric,Happy"
Sour-Star-Head,sativa,"Uplifted,Happy,Talkative,Energetic,Euphoric"
Sour-Strawberry-Diesel,hybrid,"Happy,Creative,Relaxed,Euphoric,Uplifted"
Sour-Sunset,hybrid,"Relaxed,Euphoric,Happy,Uplifted,Creative"
Sour-Tangie,sativa,"Happy,Uplifted,Euphoric,Energetic,Focused"
Sour-Tsunami,hybrid,"Relaxed,Creative,Focused,Euphoric,Happy"
Sour-Urkle,hybrid,"Relaxed,Happy,Uplifted,Focused,Hungry"
Sour-Willie,sativa,"Tingly,Happy,Sleepy,Uplifted,Hungry"
Sourlope,sativa,"Happy,Focused,Relaxed,Uplifted,Creative"
South-American,sativa,"Hungry,Happy,Relaxed,Sleepy,Energetic"
South-Asian,indica,"Sleepy,Talkative,Uplifted,Euphoric,Giggly"
South-Asian-Sativa,sativa,"Energetic,Euphoric,Giggly,Happy"
South-Central-La,indica,"Uplifted,Euphoric,Focused,Hungry,Relaxed"
South-Indian-Indica,indica,None
South-Indian,sativa,"Euphoric,Relaxed,Energetic,Hungry,Happy"
Southern-Lights,sativa,"Aroused,Uplifted,Creative,Euphoric,Happy"
Space-Bomb,hybrid,"Euphoric,Relaxed,Uplifted,Happy,Creative"
Space-Candy,hybrid,"Uplifted,Relaxed,Happy,Focused,Euphoric"
Space-Cream,hybrid,"Relaxed,Uplifted,Euphoric,Happy,Energetic"
Space-Dawg,indica,"Relaxed,Uplifted,Euphoric,Talkative,Giggly"
Space-Jill,sativa,"Creative,Focused,Energetic,Uplifted,Euphoric"
Space-Monster,indica,"Relaxed,Tingly,Sleepy,Uplifted,Creative"
Space-Needle,sativa,"Uplifted,Euphoric,Happy,Hungry,Relaxed"
Space-Queen,hybrid,"Euphoric,Uplifted,Relaxed,Happy,Focused"
Special-K,hybrid,"Happy,Uplifted,Euphoric,Relaxed,Creative"
Special-Kush-1,indica,"Relaxed,Euphoric,Hungry,Sleepy,Uplifted"
Spirit-Of-76,hybrid,"Relaxed,Uplifted,Happy,Talkative,Euphoric"
Spliffs-Strawberry,sativa,"Talkative,Creative,Energetic,Euphoric,Focused"
Spoetnik-1,indica,"Focused,Sleepy,Creative,Energetic,Euphoric"
Sputnik,sativa,"Happy,Relaxed,Energetic,Tingly,Euphoric"
Spyder-Mon,hybrid,"Uplifted,Creative,Focused,Happy,Relaxed"
Star-47,hybrid,"Happy,Euphoric,Sleepy,Giggly,Relaxed"
Star-Berry,indica,"Relaxed,Uplifted,Happy,Euphoric,Energetic"
Star-Killer,indica,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
Star-Master-Kush,indica,"Relaxed,Uplifted,Focused,Happy,Sleepy"
Star-Tonic,hybrid,"Relaxed,Focused,Uplifted,Happy,Euphoric"
Starbud,indica,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
Stardawg,hybrid,"Happy,Relaxed,Uplifted,Euphoric,Talkative"
Stardawg-91,indica,"Sleepy,Euphoric,Happy,Relaxed"
Stardawg-Guava,sativa,"Relaxed,Happy,Uplifted,Energetic,Creative"
Starfighter,hybrid,"Euphoric,Relaxed,Happy,Uplifted,Creative"
Starry-Night,hybrid,"Euphoric,Happy,Focused,Tingly,Energetic"
Stella-Blue,sativa,"Energetic,Happy,Uplifted,Focused,Talkative"
Stephen-Hawking-Kush,indica,"Relaxed,Happy,Euphoric,Focused,Tingly"
Stevie-Wonder,hybrid,"Happy,Hungry,Uplifted,Focused,Tingly"
Straight-As-Haze,sativa,"Energetic,Euphoric,Happy,Talkative,Giggly"
Strawberry,sativa,"Happy,Relaxed,Uplifted,Euphoric,Talkative"
Strawberry-Alien-Kush,hybrid,Relaxed
Strawberry-Amnesia,sativa,"Creative,Relaxed,Uplifted,Euphoric,Energetic"
Strawberry-Banana,hybrid,"Relaxed,Euphoric,Happy,Uplifted,Creative"
Strawberry-Blondie,hybrid,"Euphoric,Happy,Uplifted,Relaxed,Creative"
Strawberry-Blue,sativa,"Relaxed,Happy,Uplifted,Energetic,Euphoric"
Strawberry-Cheesecake,indica,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
Strawberry-Cough,sativa,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
Strawberry-Diesel,hybrid,"Happy,Relaxed,Uplifted,Euphoric,Creative"
Strawberry-Dream,hybrid,"Uplifted,Euphoric,Happy,Energetic,Creative"
Strawberry-Durban-Diesel,sativa,"Uplifted,Creative,Focused,Talkative,Aroused"
Strawberry-Fields,indica,"Relaxed,Happy,Uplifted,Hungry,Euphoric"
Strawberry-Frost,indica,"Happy,Aroused,Relaxed,Giggly,Hungry"
Strawberry-Ice,sativa,"Focused,Energetic,Euphoric,Happy,Creative"
Strawberry-Kush,hybrid,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
Strawberry-Lemonade,sativa,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
Strawberry-Mango-Haze,sativa,"Happy,Euphoric,Uplifted,Focused,Energetic"
Strawberry-Milkshake,hybrid,"Happy,Relaxed,Uplifted,Tingly,Euphoric"
Strawberry-Og,hybrid,"Happy,Relaxed,Euphoric,Hungry,Creative"
Strawberry-Satori,sativa,"Uplifted,Creative,Relaxed,Happy,Energetic"
Sublime,sativa,"Uplifted,Happy,Focused,Euphoric,Talkative"
Sugar-Black-Rose,indica,"Relaxed,Euphoric,Happy,Sleepy,Uplifted"
Sugar-Calyx,hybrid,None
Sugar-Cookie,hybrid,"Relaxed,Happy,Sleepy,Euphoric,Giggly"
Sugar-Kush,indica,"Relaxed,Hungry,Sleepy,Happy,Euphoric"
Sugar-Mama,indica,"Euphoric,Relaxed,Happy,Focused,Uplifted"
Sugar-Pine,hybrid,"Uplifted,Focused,Energetic,Euphoric,Relaxed"
Sugar-Plum,sativa,"Euphoric,Happy,Relaxed,Uplifted,Creative"
Sugar-Punch,hybrid,"Hungry,Happy,Giggly,Aroused,Uplifted"
Sugar-Shack,hybrid,"Relaxed,Happy,Uplifted,Energetic,Talkative"
Suicide-Girl,hybrid,"Talkative,Euphoric,Uplifted,Relaxed,Tingly"
Summertime-Squeeze,sativa,"Creative,Happy,Talkative,Giggly,Aroused"
Sumo-Grande,sativa,"Focused,Hungry,Creative,Talkative,Uplifted"
Sumo-Og-Kush,indica,"Hungry,Relaxed,Talkative,Uplifted,Focused"
Sun-Ra,sativa,"Happy,Uplifted,Euphoric,Focused,Tingly"
Sunburn,sativa,"Creative,Euphoric,Uplifted,Happy,Energetic"
Sunlight-Skunk,hybrid,None
Sunset-Haze,hybrid,"Relaxed,Creative,Aroused,Sleepy,Uplifted"
Sunset-Sherbert,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Creative"
Sunshine,sativa,"Happy,Uplifted,Energetic,Creative,Focused"
Sunshine-4,hybrid,"Happy,Uplifted,Euphoric,Relaxed,Talkative"
Sunshine-Daydream,indica,"Relaxed,Happy,Euphoric,Uplifted,Tingly"
Supa-Don,sativa,"Uplifted,Creative,Energetic,Focused,Happy"
Super-Chronic,indica,"Happy,Relaxed,Sleepy,Euphoric,Focused"
Super-Blue-Dream,hybrid,"Happy,Uplifted,Relaxed,Euphoric,Energetic"
Super-Bud,indica,"Relaxed,Giggly,Sleepy,Happy,Creative"
Super-Cat-Piss,sativa,"Euphoric,Happy,Uplifted,Tingly,Creative"
Super-Cheese,indica,"Tingly,Euphoric,Relaxed,Happy,Sleepy"
Super-G,sativa,"Creative,Tingly,Uplifted,Energetic,Happy"
Super-Green-Crack,sativa,"Happy,Giggly,Energetic,Focused,Euphoric"
Super-Jack,sativa,"Happy,Energetic,Uplifted,Talkative,Focused"
Super-Kush,indica,"Relaxed,Happy,Euphoric,Giggly,Aroused"
Super-Lemon-Haze,sativa,"Happy,Uplifted,Energetic,Euphoric,Focused"
Super-Lemon-Og,hybrid,"Relaxed,Happy,Hungry,Euphoric,Creative"
Super-Silver-Haze,sativa,"Happy,Uplifted,Energetic,Euphoric,Relaxed"
Super-Silver-Lights,hybrid,"Happy,Uplifted,Creative,Euphoric,Giggly"
Super-Skunk,indica,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
Super-Snow-Dog,sativa,"Uplifted,Happy,Euphoric,Relaxed,Focused"
Super-Sour-Diesel,sativa,"Uplifted,Happy,Euphoric,Creative,Energetic"
Super-Sour-Og,hybrid,"Relaxed,Uplifted,Happy,Focused,Giggly"
Super-Sour-Skunk,hybrid,"Happy,Euphoric,Talkative,Sleepy,Uplifted"
Super-Sour-Widow,hybrid,"Euphoric,Energetic,Happy,Uplifted,Relaxed"
Super-Sweet,hybrid,"Happy,Relaxed,Uplifted,Focused,Giggly"
Supergirl,indica,"Happy,Relaxed,Sleepy,Euphoric,Giggly"
Superglue,hybrid,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
Superman-Og,indica,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
Supermax-Og,hybrid,"Relaxed,Happy,Euphoric,Tingly,Uplifted"
Supernatural,sativa,"Euphoric,Relaxed,Happy,Creative,Energetic"
Supernova,hybrid,"Happy,Uplifted,Relaxed,Euphoric,Creative"
Superstar,hybrid,"Relaxed,Focused,Euphoric,Uplifted,Happy"
Suzy-Q,hybrid,"Relaxed,Focused,Uplifted,Talkative,Happy"
Swazi-Gold,sativa,"Hungry,Relaxed,Focused,Creative,Giggly"
Sweet-Baby-Jane,indica,"Relaxed,Tingly,Giggly,Happy,Hungry"
Sweet-Berry,hybrid,"Relaxed,Happy,Creative,Uplifted,Euphoric"
Sweet-Black-Angel,indica,"Relaxed,Sleepy,Happy,Euphoric,Tingly"
Sweet-Cheese,sativa,"Relaxed,Happy,Euphoric,Creative,Focused"
Sweet-Deep-Grapefruit,indica,"Relaxed,Sleepy,Euphoric,Hungry,Happy"
Sweet-Diesel,sativa,"Happy,Euphoric,Relaxed,Giggly,Energetic"
Sweet-Dream,hybrid,"Euphoric,Creative,Giggly,Happy,Relaxed"
Sweet-Dreams,hybrid,"Sleepy,Relaxed,Hungry,Uplifted,Happy"
